technology,year,power_mw,duration,estimate_type,parameter_category,parameter,value
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,DC Storage Block ($/kWh),177.81
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,DC Storage BOS ($/kWh),29.8
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Power Equipment ($/kW),48.99
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,C&C ($/kW),0.23
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Systems Integration ($/kWh),4
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,EPC ($/kWh),34.48
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Project Development ($/kWh),41.73
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Grid Integration ($/kW),14.35
Lithium-ion NMC,2023,1000,100,Low,O&M Cost,Fixed O&M ($/kW-year),79.66
Lithium-ion NMC,2023,1000,100,Low,Warranty,Warranty ($/kWh),2.34
Lithium-ion NMC,2023,1000,100,Low,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2023,1000,100,Low,Performance,Rest Before Charge (hrs),0.06
Lithium-ion NMC,2023,1000,100,Low,Performance,Rest After Discharge (hrs),0.06
Lithium-ion NMC,2023,1000,100,Low,Performance,RTE (%),0.83
Lithium-ion NMC,2023,1000,100,Low,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2023,1000,100,Low,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2023,1000,100,Low,Performance,Cycle Life at Primary DOD (#),4805
Lithium-ion NMC,2023,1000,100,Low,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2023,1000,100,Low,Performance,Cycle Life at Secondary DOD (#),7500
Lithium-ion NMC,2023,1000,100,Low,Performance,End of Life (%),0.6
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Total Installed Cost ($),28845570000
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Total Installed Cost ($/kW),28845.57
Lithium-ion NMC,2023,1000,100,Low,Capital Cost,Total Installed Cost ($/kWh),288.46
Lithium-ion NMC,2023,1000,100,Low,LCOS,LCOS_Project_Life (yrs),26
Lithium-ion NMC,2023,1000,100,Low,LCOS,LCOS ($/kWh),1.0078
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,DC Storage Block ($/kWh),197.57
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,DC Storage BOS ($/kWh),33.11
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Power Equipment ($/kW),54.43
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,C&C ($/kW),0.25
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Systems Integration ($/kWh),4.45
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,EPC ($/kWh),38.31
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Project Development ($/kWh),46.36
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Grid Integration ($/kW),15.94
Lithium-ion NMC,2023,1000,100,Point,O&M Cost,Fixed O&M ($/kW-year),88.51
Lithium-ion NMC,2023,1000,100,Point,Warranty,Warranty ($/kWh),2.6
Lithium-ion NMC,2023,1000,100,Point,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2023,1000,100,Point,Performance,Rest Before Charge (hrs),0.06
Lithium-ion NMC,2023,1000,100,Point,Performance,Rest After Discharge (hrs),0.06
Lithium-ion NMC,2023,1000,100,Point,Performance,RTE (%),0.83
Lithium-ion NMC,2023,1000,100,Point,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2023,1000,100,Point,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2023,1000,100,Point,Performance,Cycle Life at Primary DOD (#),1520
Lithium-ion NMC,2023,1000,100,Point,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2023,1000,100,Point,Performance,Cycle Life at Secondary DOD (#),5573
Lithium-ion NMC,2023,1000,100,Point,Performance,End of Life (%),0.6
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Total Installed Cost ($),32050620000
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Total Installed Cost ($/kW),32050.62
Lithium-ion NMC,2023,1000,100,Point,Capital Cost,Total Installed Cost ($/kWh),320.51
Lithium-ion NMC,2023,1000,100,Point,LCOS,LCOS_Project_Life (yrs),26
Lithium-ion NMC,2023,1000,100,Point,LCOS,LCOS ($/kWh),1.1155
Lithium-ion NMC,2030,1,2,High,Capital Cost,DC Storage Block ($/kWh),235.62
Lithium-ion NMC,2030,1,2,High,Capital Cost,DC Storage BOS ($/kWh),54.75
Lithium-ion NMC,2030,1,2,High,Capital Cost,Power Equipment ($/kW),79.38
Lithium-ion NMC,2030,1,2,High,Capital Cost,C&C ($/kW),27.96
Lithium-ion NMC,2030,1,2,High,Capital Cost,Systems Integration ($/kWh),47.59
Lithium-ion NMC,2030,1,2,High,Capital Cost,EPC ($/kWh),60.49
Lithium-ion NMC,2030,1,2,High,Capital Cost,Project Development ($/kWh),72.14
Lithium-ion NMC,2030,1,2,High,Capital Cost,Grid Integration ($/kW),29.14
Lithium-ion NMC,2030,1,2,High,O&M Cost,Fixed O&M ($/kW-year),3.25
Lithium-ion NMC,2030,1,2,High,Warranty,Warranty ($/kWh),2.45
Lithium-ion NMC,2030,1,2,High,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,2,High,Performance,Rest Before Charge (hrs),3.6
Lithium-ion NMC,2030,1,2,High,Performance,Rest After Discharge (hrs),3.6
Lithium-ion NMC,2030,1,2,High,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,2,High,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,2,High,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,2,High,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,2,High,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,2,High,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,2,High,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,2,High,Capital Cost,Total Installed Cost ($),1077660
Lithium-ion NMC,2030,1,2,High,Capital Cost,Total Installed Cost ($/kW),1077.66
Lithium-ion NMC,2030,1,2,High,Capital Cost,Total Installed Cost ($/kWh),538.83
Lithium-ion NMC,2030,1,2,High,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,2,High,LCOS,LCOS ($/kWh),0.266
Lithium-ion NMC,2030,1,2,Low,Capital Cost,DC Storage Block ($/kWh),161.11
Lithium-ion NMC,2030,1,2,Low,Capital Cost,DC Storage BOS ($/kWh),40.24
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Power Equipment ($/kW),60.65
Lithium-ion NMC,2030,1,2,Low,Capital Cost,C&C ($/kW),20.55
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Systems Integration ($/kWh),38.58
Lithium-ion NMC,2030,1,2,Low,Capital Cost,EPC ($/kWh),49.05
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Project Development ($/kWh),58.49
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Grid Integration ($/kW),23.63
Lithium-ion NMC,2030,1,2,Low,O&M Cost,Fixed O&M ($/kW-year),2.63
Lithium-ion NMC,2030,1,2,Low,Warranty,Warranty ($/kWh),1.79
Lithium-ion NMC,2030,1,2,Low,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,2,Low,Performance,Rest Before Charge (hrs),3.6
Lithium-ion NMC,2030,1,2,Low,Performance,Rest After Discharge (hrs),3.6
Lithium-ion NMC,2030,1,2,Low,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,2,Low,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,2,Low,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,2,Low,Performance,Cycle Life at Primary DOD (#),5286
Lithium-ion NMC,2030,1,2,Low,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,2,Low,Performance,Cycle Life at Secondary DOD (#),7500
Lithium-ion NMC,2030,1,2,Low,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Total Installed Cost ($),799770
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Total Installed Cost ($/kW),799.77
Lithium-ion NMC,2030,1,2,Low,Capital Cost,Total Installed Cost ($/kWh),399.88
Lithium-ion NMC,2030,1,2,Low,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,2,Low,LCOS,LCOS ($/kWh),0.1785
Lithium-ion NMC,2030,1,2,Point,Capital Cost,DC Storage Block ($/kWh),201.39
Lithium-ion NMC,2030,1,2,Point,Capital Cost,DC Storage BOS ($/kWh),46.8
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Power Equipment ($/kW),74.88
Lithium-ion NMC,2030,1,2,Point,Capital Cost,C&C ($/kW),23.9
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Systems Integration ($/kWh),42.87
Lithium-ion NMC,2030,1,2,Point,Capital Cost,EPC ($/kWh),54.5
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Project Development ($/kWh),64.99
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Grid Integration ($/kW),26.25
Lithium-ion NMC,2030,1,2,Point,O&M Cost,Fixed O&M ($/kW-year),2.93
Lithium-ion NMC,2030,1,2,Point,Warranty,Warranty ($/kWh),2.15
Lithium-ion NMC,2030,1,2,Point,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,2,Point,Performance,Rest Before Charge (hrs),3.6
Lithium-ion NMC,2030,1,2,Point,Performance,Rest After Discharge (hrs),3.6
Lithium-ion NMC,2030,1,2,Point,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,2,Point,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,2,Point,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,2,Point,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,2,Point,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,2,Point,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,2,Point,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Total Installed Cost ($),946130
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Total Installed Cost ($/kW),946.13
Lithium-ion NMC,2030,1,2,Point,Capital Cost,Total Installed Cost ($/kWh),473.06
Lithium-ion NMC,2030,1,2,Point,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,2,Point,LCOS,LCOS ($/kWh),0.2367
Lithium-ion NMC,2030,1,4,High,Capital Cost,DC Storage Block ($/kWh),234.05
Lithium-ion NMC,2030,1,4,High,Capital Cost,DC Storage BOS ($/kWh),47.54
Lithium-ion NMC,2030,1,4,High,Capital Cost,Power Equipment ($/kW),79.38
Lithium-ion NMC,2030,1,4,High,Capital Cost,C&C ($/kW),29.01
Lithium-ion NMC,2030,1,4,High,Capital Cost,Systems Integration ($/kWh),44.49
Lithium-ion NMC,2030,1,4,High,Capital Cost,EPC ($/kWh),53.56
Lithium-ion NMC,2030,1,4,High,Capital Cost,Project Development ($/kWh),64.28
Lithium-ion NMC,2030,1,4,High,Capital Cost,Grid Integration ($/kW),29.14
Lithium-ion NMC,2030,1,4,High,O&M Cost,Fixed O&M ($/kW-year),5.28
Lithium-ion NMC,2030,1,4,High,Warranty,Warranty ($/kWh),2.41
Lithium-ion NMC,2030,1,4,High,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,4,High,Performance,Rest Before Charge (hrs),1.39
Lithium-ion NMC,2030,1,4,High,Performance,Rest After Discharge (hrs),1.39
Lithium-ion NMC,2030,1,4,High,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,4,High,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,4,High,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,4,High,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,4,High,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,4,High,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,4,High,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,4,High,Capital Cost,Total Installed Cost ($),1913210
Lithium-ion NMC,2030,1,4,High,Capital Cost,Total Installed Cost ($/kW),1913.21
Lithium-ion NMC,2030,1,4,High,Capital Cost,Total Installed Cost ($/kWh),478.3
Lithium-ion NMC,2030,1,4,High,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,4,High,LCOS,LCOS ($/kWh),0.2473
Lithium-ion NMC,2030,1,4,Low,Capital Cost,DC Storage Block ($/kWh),160.04
Lithium-ion NMC,2030,1,4,Low,Capital Cost,DC Storage BOS ($/kWh),34.94
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Power Equipment ($/kW),60.65
Lithium-ion NMC,2030,1,4,Low,Capital Cost,C&C ($/kW),21.32
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Systems Integration ($/kWh),36.07
Lithium-ion NMC,2030,1,4,Low,Capital Cost,EPC ($/kWh),43.42
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Project Development ($/kWh),52.11
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Grid Integration ($/kW),23.63
Lithium-ion NMC,2030,1,4,Low,O&M Cost,Fixed O&M ($/kW-year),4.28
Lithium-ion NMC,2030,1,4,Low,Warranty,Warranty ($/kWh),1.76
Lithium-ion NMC,2030,1,4,Low,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,4,Low,Performance,Rest Before Charge (hrs),1.39
Lithium-ion NMC,2030,1,4,Low,Performance,Rest After Discharge (hrs),1.39
Lithium-ion NMC,2030,1,4,Low,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,4,Low,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,4,Low,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,4,Low,Performance,Cycle Life at Primary DOD (#),5286
Lithium-ion NMC,2030,1,4,Low,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,4,Low,Performance,Cycle Life at Secondary DOD (#),7500
Lithium-ion NMC,2030,1,4,Low,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Total Installed Cost ($),1411920
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Total Installed Cost ($/kW),1411.92
Lithium-ion NMC,2030,1,4,Low,Capital Cost,Total Installed Cost ($/kWh),352.98
Lithium-ion NMC,2030,1,4,Low,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,4,Low,LCOS,LCOS ($/kWh),0.1642
Lithium-ion NMC,2030,1,4,Point,Capital Cost,DC Storage Block ($/kWh),200.04
Lithium-ion NMC,2030,1,4,Point,Capital Cost,DC Storage BOS ($/kWh),40.63
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Power Equipment ($/kW),74.88
Lithium-ion NMC,2030,1,4,Point,Capital Cost,C&C ($/kW),24.79
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Systems Integration ($/kWh),40.08
Lithium-ion NMC,2030,1,4,Point,Capital Cost,EPC ($/kWh),48.25
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Project Development ($/kWh),57.91
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Grid Integration ($/kW),26.25
Lithium-ion NMC,2030,1,4,Point,O&M Cost,Fixed O&M ($/kW-year),4.75
Lithium-ion NMC,2030,1,4,Point,Warranty,Warranty ($/kWh),2.12
Lithium-ion NMC,2030,1,4,Point,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,4,Point,Performance,Rest Before Charge (hrs),1.39
Lithium-ion NMC,2030,1,4,Point,Performance,Rest After Discharge (hrs),1.39
Lithium-ion NMC,2030,1,4,Point,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,4,Point,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,4,Point,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,4,Point,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,4,Point,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,4,Point,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,4,Point,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Total Installed Cost ($),1673560
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Total Installed Cost ($/kW),1673.56
Lithium-ion NMC,2030,1,4,Point,Capital Cost,Total Installed Cost ($/kWh),418.39
Lithium-ion NMC,2030,1,4,Point,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,4,Point,LCOS,LCOS ($/kWh),0.2199
Lithium-ion NMC,2030,1,6,High,Capital Cost,DC Storage Block ($/kWh),232.87
Lithium-ion NMC,2030,1,6,High,Capital Cost,DC Storage BOS ($/kWh),46.1
Lithium-ion NMC,2030,1,6,High,Capital Cost,Power Equipment ($/kW),79.38
Lithium-ion NMC,2030,1,6,High,Capital Cost,C&C ($/kW),30.06
Lithium-ion NMC,2030,1,6,High,Capital Cost,Systems Integration ($/kWh),44.17
Lithium-ion NMC,2030,1,6,High,Capital Cost,EPC ($/kWh),51.56
Lithium-ion NMC,2030,1,6,High,Capital Cost,Project Development ($/kWh),61.87
Lithium-ion NMC,2030,1,6,High,Capital Cost,Grid Integration ($/kW),29.14
Lithium-ion NMC,2030,1,6,High,O&M Cost,Fixed O&M ($/kW-year),7.28
Lithium-ion NMC,2030,1,6,High,Warranty,Warranty ($/kWh),2.39
Lithium-ion NMC,2030,1,6,High,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,6,High,Performance,Rest Before Charge (hrs),0.83
Lithium-ion NMC,2030,1,6,High,Performance,Rest After Discharge (hrs),0.83
Lithium-ion NMC,2030,1,6,High,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,6,High,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,6,High,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,6,High,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,6,High,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,6,High,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,6,High,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,6,High,Capital Cost,Total Installed Cost ($),2758000
Lithium-ion NMC,2030,1,6,High,Capital Cost,Total Installed Cost ($/kW),2758
Lithium-ion NMC,2030,1,6,High,Capital Cost,Total Installed Cost ($/kWh),459.67
Lithium-ion NMC,2030,1,6,High,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,6,High,LCOS,LCOS ($/kWh),0.2413
Lithium-ion NMC,2030,1,6,Low,Capital Cost,DC Storage Block ($/kWh),159.23
Lithium-ion NMC,2030,1,6,Low,Capital Cost,DC Storage BOS ($/kWh),33.88
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Power Equipment ($/kW),60.65
Lithium-ion NMC,2030,1,6,Low,Capital Cost,C&C ($/kW),22.09
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Systems Integration ($/kWh),35.82
Lithium-ion NMC,2030,1,6,Low,Capital Cost,EPC ($/kWh),41.81
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Project Development ($/kWh),50.16
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Grid Integration ($/kW),23.63
Lithium-ion NMC,2030,1,6,Low,O&M Cost,Fixed O&M ($/kW-year),5.9
Lithium-ion NMC,2030,1,6,Low,Warranty,Warranty ($/kWh),1.75
Lithium-ion NMC,2030,1,6,Low,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,6,Low,Performance,Rest Before Charge (hrs),0.83
Lithium-ion NMC,2030,1,6,Low,Performance,Rest After Discharge (hrs),0.83
Lithium-ion NMC,2030,1,6,Low,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,6,Low,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,6,Low,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,6,Low,Performance,Cycle Life at Primary DOD (#),5286
Lithium-ion NMC,2030,1,6,Low,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,6,Low,Performance,Cycle Life at Secondary DOD (#),7500
Lithium-ion NMC,2030,1,6,Low,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Total Installed Cost ($),2031770
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Total Installed Cost ($/kW),2031.77
Lithium-ion NMC,2030,1,6,Low,Capital Cost,Total Installed Cost ($/kWh),338.63
Lithium-ion NMC,2030,1,6,Low,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,6,Low,LCOS,LCOS ($/kWh),0.1597
Lithium-ion NMC,2030,1,6,Point,Capital Cost,DC Storage Block ($/kWh),199.04
Lithium-ion NMC,2030,1,6,Point,Capital Cost,DC Storage BOS ($/kWh),39.4
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Power Equipment ($/kW),74.88
Lithium-ion NMC,2030,1,6,Point,Capital Cost,C&C ($/kW),25.69
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Systems Integration ($/kWh),39.8
Lithium-ion NMC,2030,1,6,Point,Capital Cost,EPC ($/kWh),46.45
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Project Development ($/kWh),55.73
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Grid Integration ($/kW),26.25
Lithium-ion NMC,2030,1,6,Point,O&M Cost,Fixed O&M ($/kW-year),6.56
Lithium-ion NMC,2030,1,6,Point,Warranty,Warranty ($/kWh),2.1
Lithium-ion NMC,2030,1,6,Point,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,6,Point,Performance,Rest Before Charge (hrs),0.83
Lithium-ion NMC,2030,1,6,Point,Performance,Rest After Discharge (hrs),0.83
Lithium-ion NMC,2030,1,6,Point,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,6,Point,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,6,Point,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,6,Point,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,6,Point,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,6,Point,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,6,Point,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Total Installed Cost ($),2409340
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Total Installed Cost ($/kW),2409.34
Lithium-ion NMC,2030,1,6,Point,Capital Cost,Total Installed Cost ($/kWh),401.56
Lithium-ion NMC,2030,1,6,Point,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,6,Point,LCOS,LCOS ($/kWh),0.2145
Lithium-ion NMC,2030,1,8,High,Capital Cost,DC Storage Block ($/kWh),232.22
Lithium-ion NMC,2030,1,8,High,Capital Cost,DC Storage BOS ($/kWh),45.32
Lithium-ion NMC,2030,1,8,High,Capital Cost,Power Equipment ($/kW),79.38
Lithium-ion NMC,2030,1,8,High,Capital Cost,C&C ($/kW),30.76
Lithium-ion NMC,2030,1,8,High,Capital Cost,Systems Integration ($/kWh),43.9
Lithium-ion NMC,2030,1,8,High,Capital Cost,EPC ($/kWh),50.53
Lithium-ion NMC,2030,1,8,High,Capital Cost,Project Development ($/kWh),60.64
Lithium-ion NMC,2030,1,8,High,Capital Cost,Grid Integration ($/kW),29.14
Lithium-ion NMC,2030,1,8,High,O&M Cost,Fixed O&M ($/kW-year),9.27
Lithium-ion NMC,2030,1,8,High,Warranty,Warranty ($/kWh),2.38
Lithium-ion NMC,2030,1,8,High,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,8,High,Performance,Rest Before Charge (hrs),0.65
Lithium-ion NMC,2030,1,8,High,Performance,Rest After Discharge (hrs),0.65
Lithium-ion NMC,2030,1,8,High,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,8,High,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,8,High,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,8,High,Performance,Cycle Life at Primary DOD (#),1672
Lithium-ion NMC,2030,1,8,High,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,8,High,Performance,Cycle Life at Secondary DOD (#),6130
Lithium-ion NMC,2030,1,8,High,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,8,High,Capital Cost,Total Installed Cost ($),3600160
Lithium-ion NMC,2030,1,8,High,Capital Cost,Total Installed Cost ($/kW),3600.16
Lithium-ion NMC,2030,1,8,High,Capital Cost,Total Installed Cost ($/kWh),450.02
Lithium-ion NMC,2030,1,8,High,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,8,High,LCOS,LCOS ($/kWh),0.2382
Lithium-ion NMC,2030,1,8,Low,Capital Cost,DC Storage Block ($/kWh),158.78
Lithium-ion NMC,2030,1,8,Low,Capital Cost,DC Storage BOS ($/kWh),33.31
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Power Equipment ($/kW),60.65
Lithium-ion NMC,2030,1,8,Low,Capital Cost,C&C ($/kW),22.61
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Systems Integration ($/kWh),35.59
Lithium-ion NMC,2030,1,8,Low,Capital Cost,EPC ($/kWh),40.97
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Project Development ($/kWh),49.16
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Grid Integration ($/kW),23.63
Lithium-ion NMC,2030,1,8,Low,O&M Cost,Fixed O&M ($/kW-year),7.52
Lithium-ion NMC,2030,1,8,Low,Warranty,Warranty ($/kWh),1.74
Lithium-ion NMC,2030,1,8,Low,Warranty,Warranty Delay (yrs),4
Lithium-ion NMC,2030,1,8,Low,Performance,Rest Before Charge (hrs),0.65
Lithium-ion NMC,2030,1,8,Low,Performance,Rest After Discharge (hrs),0.65
Lithium-ion NMC,2030,1,8,Low,Performance,RTE (%),0.85
Lithium-ion NMC,2030,1,8,Low,Performance,Calendar Life (yrs),13
Lithium-ion NMC,2030,1,8,Low,Performance,Primary DOD (%),0.8
Lithium-ion NMC,2030,1,8,Low,Performance,Cycle Life at Primary DOD (#),5286
Lithium-ion NMC,2030,1,8,Low,Performance,Secondary DOD (%),0.6
Lithium-ion NMC,2030,1,8,Low,Performance,Cycle Life at Secondary DOD (#),7500
Lithium-ion NMC,2030,1,8,Low,Performance,End of Life (%),0.6
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Total Installed Cost ($),2649370
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Total Installed Cost ($/kW),2649.37
Lithium-ion NMC,2030,1,8,Low,Capital Cost,Total Installed Cost ($/kWh),331.17
Lithium-ion NMC,2030,1,8,Low,LCOS,LCOS_Project_Life (yrs),24
Lithium-ion NMC,2030,1,8,Low,LCOS,LCOS ($/kWh),0.1574
Lithium-ion NMC,2030,1,8,Point,Capital Cost,DC Storage Block ($/kWh),198.48
Lithium-ion NMC,2030,1,8,Point,Capital Cost,DC Storage BOS ($/kWh),38.73
Lithium-ion NMC,2030,1,8,Point,Capital Cost,Power Equipment ($/kW),74.88
Lithium-ion NMC,2030,1,8,Point,Capital Cost,C&C ($/kW),26.29
Lithium-ion NMC,2030,1,8,Point,Capital Cost,Systems Integration ($/kWh),39.55
