technology,year,power_mw,duration,estimate_type,parameter_category,parameter,value
CAES,2030,100,10,Low,Performance,Primary DOD (%),0.8
CAES,2030,100,10,Low,Capital Cost,Total Installed Cost ($),97084000
CAES,2030,100,10,Low,Capital Cost,Total Installed Cost ($/kW),970.84
CAES,2030,100,10,Low,Capital Cost,Total Installed Cost ($/kWh),97.08
CAES,2030,100,10,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,10,Low,LCOS,LCOS ($/kWh),0.0791
CAES,2030,100,10,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1048.93
CAES,2030,100,10,Point,Capital Cost,Cavern Storage ($/kWh),7.64
CAES,2030,100,10,Point,O&M Cost,Fixed O&M ($/kW-year),15.43
CAES,2030,100,10,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,100,10,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,100,10,Point,Performance,RTE (%),0.55
CAES,2030,100,10,Point,Performance,Calendar Life (yrs),60
CAES,2030,100,10,Point,Performance,Primary DOD (%),0.8
CAES,2030,100,10,Point,Capital Cost,Total Installed Cost ($),112533000
CAES,2030,100,10,Point,Capital Cost,Total Installed Cost ($/kW),1125.33
CAES,2030,100,10,Point,Capital Cost,Total Installed Cost ($/kWh),112.53
CAES,2030,100,10,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,10,Point,LCOS,LCOS ($/kWh),0.0966
CAES,2030,100,24,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1153.25
CAES,2030,100,24,High,Capital Cost,Cavern Storage ($/kWh),16.5
CAES,2030,100,24,High,O&M Cost,Fixed O&M ($/kW-year),16.37
CAES,2030,100,24,High,Performance,Rest Before Charge (hrs),0
CAES,2030,100,24,High,Performance,Rest After Discharge (hrs),0
CAES,2030,100,24,High,Performance,RTE (%),0.52
CAES,2030,100,24,High,Performance,Calendar Life (yrs),60
CAES,2030,100,24,High,Performance,Primary DOD (%),0.8
CAES,2030,100,24,High,Capital Cost,Total Installed Cost ($),154925000
CAES,2030,100,24,High,Capital Cost,Total Installed Cost ($/kW),1549.25
CAES,2030,100,24,High,Capital Cost,Total Installed Cost ($/kWh),64.55
CAES,2030,100,24,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,24,High,LCOS,LCOS ($/kWh),0.1155
CAES,2030,100,24,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",943.57
CAES,2030,100,24,Low,Capital Cost,Cavern Storage ($/kWh),2.6
CAES,2030,100,24,Low,O&M Cost,Fixed O&M ($/kW-year),13.39
CAES,2030,100,24,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,100,24,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,100,24,Low,Performance,RTE (%),0.65
CAES,2030,100,24,Low,Performance,Calendar Life (yrs),60
CAES,2030,100,24,Low,Performance,Primary DOD (%),0.8
CAES,2030,100,24,Low,Capital Cost,Total Installed Cost ($),100597000
CAES,2030,100,24,Low,Capital Cost,Total Installed Cost ($/kW),1005.97
CAES,2030,100,24,Low,Capital Cost,Total Installed Cost ($/kWh),41.92
CAES,2030,100,24,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,24,Low,LCOS,LCOS ($/kWh),0.0799
CAES,2030,100,24,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1048.41
CAES,2030,100,24,Point,Capital Cost,Cavern Storage ($/kWh),6.63
CAES,2030,100,24,Point,O&M Cost,Fixed O&M ($/kW-year),14.88
CAES,2030,100,24,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,100,24,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,100,24,Point,Performance,RTE (%),0.55
CAES,2030,100,24,Point,Performance,Calendar Life (yrs),60
CAES,2030,100,24,Point,Performance,Primary DOD (%),0.8
CAES,2030,100,24,Point,Capital Cost,Total Installed Cost ($),120753000
CAES,2030,100,24,Point,Capital Cost,Total Installed Cost ($/kW),1207.53
CAES,2030,100,24,Point,Capital Cost,Total Installed Cost ($/kWh),50.31
CAES,2030,100,24,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,24,Point,LCOS,LCOS ($/kWh),0.099
CAES,2030,100,100,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1152.94
CAES,2030,100,100,High,Capital Cost,Cavern Storage ($/kWh),16.44
CAES,2030,100,100,High,O&M Cost,Fixed O&M ($/kW-year),18.15
CAES,2030,100,100,High,Performance,Rest Before Charge (hrs),0
CAES,2030,100,100,High,Performance,Rest After Discharge (hrs),0
CAES,2030,100,100,High,Performance,RTE (%),0.52
CAES,2030,100,100,High,Performance,Calendar Life (yrs),60
CAES,2030,100,100,High,Performance,Primary DOD (%),0.8
CAES,2030,100,100,High,Capital Cost,Total Installed Cost ($),279694000
CAES,2030,100,100,High,Capital Cost,Total Installed Cost ($/kW),2796.94
CAES,2030,100,100,High,Capital Cost,Total Installed Cost ($/kWh),27.97
CAES,2030,100,100,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,100,High,LCOS,LCOS ($/kWh),0.1569
CAES,2030,100,100,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",943.32
CAES,2030,100,100,Low,Capital Cost,Cavern Storage ($/kWh),2.47
CAES,2030,100,100,Low,O&M Cost,Fixed O&M ($/kW-year),14.85
CAES,2030,100,100,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,100,100,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,100,100,Low,Performance,RTE (%),0.65
CAES,2030,100,100,Low,Performance,Calendar Life (yrs),60
CAES,2030,100,100,Low,Performance,Primary DOD (%),0.8
CAES,2030,100,100,Low,Capital Cost,Total Installed Cost ($),119032000
CAES,2030,100,100,Low,Capital Cost,Total Installed Cost ($/kW),1190.32
CAES,2030,100,100,Low,Capital Cost,Total Installed Cost ($/kWh),11.9
CAES,2030,100,100,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,100,Low,LCOS,LCOS ($/kWh),0.0857
CAES,2030,100,100,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1048.13
CAES,2030,100,100,Point,Capital Cost,Cavern Storage ($/kWh),5.89
CAES,2030,100,100,Point,O&M Cost,Fixed O&M ($/kW-year),16.5
CAES,2030,100,100,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,100,100,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,100,100,Point,Performance,RTE (%),0.55
CAES,2030,100,100,Point,Performance,Calendar Life (yrs),60
CAES,2030,100,100,Point,Performance,Primary DOD (%),0.8
CAES,2030,100,100,Point,Capital Cost,Total Installed Cost ($),163713000
CAES,2030,100,100,Point,Capital Cost,Total Installed Cost ($/kW),1637.13
CAES,2030,100,100,Point,Capital Cost,Total Installed Cost ($/kWh),16.37
CAES,2030,100,100,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,100,100,Point,LCOS,LCOS ($/kWh),0.1131
CAES,2030,1000,4,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1064.59
CAES,2030,1000,4,High,Capital Cost,Cavern Storage ($/kWh),16.48
CAES,2030,1000,4,High,O&M Cost,Fixed O&M ($/kW-year),10.28
CAES,2030,1000,4,High,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,4,High,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,4,High,Performance,RTE (%),0.52
CAES,2030,1000,4,High,Performance,Calendar Life (yrs),60
CAES,2030,1000,4,High,Performance,Primary DOD (%),0.8
CAES,2030,1000,4,High,Capital Cost,Total Installed Cost ($),1130510000
CAES,2030,1000,4,High,Capital Cost,Total Installed Cost ($/kW),1130.51
CAES,2030,1000,4,High,Capital Cost,Total Installed Cost ($/kWh),282.63
CAES,2030,1000,4,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,4,High,LCOS,LCOS ($/kWh),0.1428
CAES,2030,1000,4,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",871.03
CAES,2030,1000,4,Low,Capital Cost,Cavern Storage ($/kWh),2.55
CAES,2030,1000,4,Low,O&M Cost,Fixed O&M ($/kW-year),8.41
CAES,2030,1000,4,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,4,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,4,Low,Performance,RTE (%),0.69
CAES,2030,1000,4,Low,Performance,Calendar Life (yrs),60
CAES,2030,1000,4,Low,Performance,Primary DOD (%),0.8
CAES,2030,1000,4,Low,Capital Cost,Total Installed Cost ($),881230000
CAES,2030,1000,4,Low,Capital Cost,Total Installed Cost ($/kW),881.23
CAES,2030,1000,4,Low,Capital Cost,Total Installed Cost ($/kWh),220.31
CAES,2030,1000,4,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,4,Low,LCOS,LCOS ($/kWh),0.1102
CAES,2030,1000,4,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",967.81
CAES,2030,1000,4,Point,Capital Cost,Cavern Storage ($/kWh),6.28
CAES,2030,1000,4,Point,O&M Cost,Fixed O&M ($/kW-year),9.35
CAES,2030,1000,4,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,4,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,4,Point,Performance,RTE (%),0.55
CAES,2030,1000,4,Point,Performance,Calendar Life (yrs),60
CAES,2030,1000,4,Point,Performance,Primary DOD (%),0.8
CAES,2030,1000,4,Point,Capital Cost,Total Installed Cost ($),992930000
CAES,2030,1000,4,Point,Capital Cost,Total Installed Cost ($/kW),992.93
CAES,2030,1000,4,Point,Capital Cost,Total Installed Cost ($/kWh),248.23
CAES,2030,1000,4,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,4,Point,LCOS,LCOS ($/kWh),0.1296
CAES,2030,1000,10,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1063.11
CAES,2030,1000,10,High,Capital Cost,Cavern Storage ($/kWh),16.44
CAES,2030,1000,10,High,O&M Cost,Fixed O&M ($/kW-year),10.1
CAES,2030,1000,10,High,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,10,High,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,10,High,Performance,RTE (%),0.52
CAES,2030,1000,10,High,Performance,Calendar Life (yrs),60
CAES,2030,1000,10,High,Performance,Primary DOD (%),0.8
CAES,2030,1000,10,High,Capital Cost,Total Installed Cost ($),1227510000
CAES,2030,1000,10,High,Capital Cost,Total Installed Cost ($/kW),1227.51
CAES,2030,1000,10,High,Capital Cost,Total Installed Cost ($/kWh),122.75
CAES,2030,1000,10,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,10,High,LCOS,LCOS ($/kWh),0.1022
CAES,2030,1000,10,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",869.82
CAES,2030,1000,10,Low,Capital Cost,Cavern Storage ($/kWh),2.47
CAES,2030,1000,10,Low,O&M Cost,Fixed O&M ($/kW-year),8.26
CAES,2030,1000,10,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,10,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,10,Low,Performance,RTE (%),0.69
CAES,2030,1000,10,Low,Performance,Calendar Life (yrs),60
CAES,2030,1000,10,Low,Performance,Primary DOD (%),0.8
CAES,2030,1000,10,Low,Capital Cost,Total Installed Cost ($),894520000
CAES,2030,1000,10,Low,Capital Cost,Total Installed Cost ($/kW),894.52
CAES,2030,1000,10,Low,Capital Cost,Total Installed Cost ($/kWh),89.45
CAES,2030,1000,10,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,10,Low,LCOS,LCOS ($/kWh),0.071
CAES,2030,1000,10,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",966.47
CAES,2030,1000,10,Point,Capital Cost,Cavern Storage ($/kWh),5.89
CAES,2030,1000,10,Point,O&M Cost,Fixed O&M ($/kW-year),9.18
CAES,2030,1000,10,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,10,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,10,Point,Performance,RTE (%),0.55
CAES,2030,1000,10,Point,Performance,Calendar Life (yrs),60
CAES,2030,1000,10,Point,Performance,Primary DOD (%),0.8
CAES,2030,1000,10,Point,Capital Cost,Total Installed Cost ($),1025370000
CAES,2030,1000,10,Point,Capital Cost,Total Installed Cost ($/kW),1025.37
CAES,2030,1000,10,Point,Capital Cost,Total Installed Cost ($/kWh),102.54
CAES,2030,1000,10,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,10,Point,LCOS,LCOS ($/kWh),0.0907
CAES,2030,1000,24,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1062.54
CAES,2030,1000,24,High,Capital Cost,Cavern Storage ($/kWh),16.4
CAES,2030,1000,24,High,O&M Cost,Fixed O&M ($/kW-year),10.05
CAES,2030,1000,24,High,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,24,High,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,24,High,Performance,RTE (%),0.52
CAES,2030,1000,24,High,Performance,Calendar Life (yrs),60
CAES,2030,1000,24,High,Performance,Primary DOD (%),0.8
CAES,2030,1000,24,High,Capital Cost,Total Installed Cost ($),1456140000
CAES,2030,1000,24,High,Capital Cost,Total Installed Cost ($/kW),1456.14
CAES,2030,1000,24,High,Capital Cost,Total Installed Cost ($/kWh),60.67
CAES,2030,1000,24,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,24,High,LCOS,LCOS ($/kWh),0.1096
CAES,2030,1000,24,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",869.35
CAES,2030,1000,24,Low,Capital Cost,Cavern Storage ($/kWh),2.39
CAES,2030,1000,24,Low,O&M Cost,Fixed O&M ($/kW-year),8.22
CAES,2030,1000,24,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,24,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,24,Low,Performance,RTE (%),0.69
CAES,2030,1000,24,Low,Performance,Calendar Life (yrs),60
CAES,2030,1000,24,Low,Performance,Primary DOD (%),0.8
CAES,2030,1000,24,Low,Capital Cost,Total Installed Cost ($),926710000
CAES,2030,1000,24,Low,Capital Cost,Total Installed Cost ($/kW),926.71
CAES,2030,1000,24,Low,Capital Cost,Total Installed Cost ($/kWh),38.61
CAES,2030,1000,24,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,24,Low,LCOS,LCOS ($/kWh),0.0719
CAES,2030,1000,24,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",965.94
CAES,2030,1000,24,Point,Capital Cost,Cavern Storage ($/kWh),5.64
CAES,2030,1000,24,Point,O&M Cost,Fixed O&M ($/kW-year),9.13
CAES,2030,1000,24,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,24,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,24,Point,Performance,RTE (%),0.55
CAES,2030,1000,24,Point,Performance,Calendar Life (yrs),60
CAES,2030,1000,24,Point,Performance,Primary DOD (%),0.8
CAES,2030,1000,24,Point,Capital Cost,Total Installed Cost ($),1101300000
CAES,2030,1000,24,Point,Capital Cost,Total Installed Cost ($/kW),1101.3
CAES,2030,1000,24,Point,Capital Cost,Total Installed Cost ($/kWh),45.89
CAES,2030,1000,24,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,24,Point,LCOS,LCOS ($/kWh),0.0931
CAES,2030,1000,100,High,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",1062.23
CAES,2030,1000,100,High,Capital Cost,Cavern Storage ($/kWh),16.33
CAES,2030,1000,100,High,O&M Cost,Fixed O&M ($/kW-year),10.2
CAES,2030,1000,100,High,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,100,High,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,100,High,Performance,RTE (%),0.52
CAES,2030,1000,100,High,Performance,Calendar Life (yrs),60
CAES,2030,1000,100,High,Performance,Primary DOD (%),0.8
CAES,2030,1000,100,High,Capital Cost,Total Installed Cost ($),2695230000
CAES,2030,1000,100,High,Capital Cost,Total Installed Cost ($/kW),2695.23
CAES,2030,1000,100,High,Capital Cost,Total Installed Cost ($/kWh),26.95
CAES,2030,1000,100,High,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,100,High,LCOS,LCOS ($/kWh),0.15
CAES,2030,1000,100,Low,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",869.09
CAES,2030,1000,100,Low,Capital Cost,Cavern Storage ($/kWh),2.26
CAES,2030,1000,100,Low,O&M Cost,Fixed O&M ($/kW-year),8.35
CAES,2030,1000,100,Low,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,100,Low,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,100,Low,Performance,RTE (%),0.69
CAES,2030,1000,100,Low,Performance,Calendar Life (yrs),60
CAES,2030,1000,100,Low,Performance,Primary DOD (%),0.8
CAES,2030,1000,100,Low,Capital Cost,Total Installed Cost ($),1095090000
CAES,2030,1000,100,Low,Capital Cost,Total Installed Cost ($/kW),1095.09
CAES,2030,1000,100,Low,Capital Cost,Total Installed Cost ($/kWh),10.95
CAES,2030,1000,100,Low,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,100,Low,LCOS,LCOS ($/kWh),0.0765
CAES,2030,1000,100,Point,Capital Cost,"CAES Capital (Turbine, Compressor, BOP, & EPC Management) ($/kW)",965.66
CAES,2030,1000,100,Point,Capital Cost,Cavern Storage ($/kWh),5.32
CAES,2030,1000,100,Point,O&M Cost,Fixed O&M ($/kW-year),9.28
CAES,2030,1000,100,Point,Performance,Rest Before Charge (hrs),0
CAES,2030,1000,100,Point,Performance,Rest After Discharge (hrs),0
CAES,2030,1000,100,Point,Performance,RTE (%),0.55
CAES,2030,1000,100,Point,Performance,Calendar Life (yrs),60
CAES,2030,1000,100,Point,Performance,Primary DOD (%),0.8
CAES,2030,1000,100,Point,Capital Cost,Total Installed Cost ($),1497660000
CAES,2030,1000,100,Point,Capital Cost,Total Installed Cost ($/kW),1497.66
CAES,2030,1000,100,Point,Capital Cost,Total Installed Cost ($/kWh),14.98
CAES,2030,1000,100,Point,LCOS,LCOS_Project_Life (yrs),60
CAES,2030,1000,100,Point,LCOS,LCOS ($/kWh),0.1056
Gravitational,2021,100,2,High,Capital Cost,Power Equipment ($/kW),1209.12
Gravitational,2021,100,2,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),712
Gravitational,2021,100,2,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),263.24
Gravitational,2021,100,2,High,O&M Cost,Fixed O&M ($/kW-year),28.2
Gravitational,2021,100,2,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,100,2,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,100,2,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,100,2,High,Performance,RTE (%),0.8
Gravitational,2021,100,2,High,Performance,Calendar Life (yrs),35
Gravitational,2021,100,2,High,Performance,Primary DOD (%),0.8
Gravitational,2021,100,2,High,Capital Cost,Total Installed Cost ($),315960000
Gravitational,2021,100,2,High,Capital Cost,Total Installed Cost ($/kW),3159.6
Gravitational,2021,100,2,High,Capital Cost,Total Installed Cost ($/kWh),1579.8
Gravitational,2021,100,2,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,100,2,High,LCOS,LCOS ($/kWh),0.5499
Gravitational,2021,100,2,Low,Capital Cost,Power Equipment ($/kW),480
Gravitational,2021,100,2,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),180
Gravitational,2021,100,2,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),84
Gravitational,2021,100,2,Low,O&M Cost,Fixed O&M ($/kW-year),8.4
Gravitational,2021,100,2,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,100,2,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,100,2,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,100,2,Low,Performance,RTE (%),0.9
Gravitational,2021,100,2,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,100,2,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,100,2,Low,Capital Cost,Total Installed Cost ($),100800000
Gravitational,2021,100,2,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,100,2,Point,Capital Cost,Power Equipment ($/kW),910.34
Gravitational,2021,100,2,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),475
Gravitational,2021,100,2,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),186.06
Gravitational,2021,100,2,Point,O&M Cost,Fixed O&M ($/kW-year),21.6
Gravitational,2021,100,2,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,100,2,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,100,2,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,100,2,Point,Performance,RTE (%),0.83
Gravitational,2021,100,2,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,100,2,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,100,2,Point,Capital Cost,Total Installed Cost ($),223246000
Gravitational,2021,100,2,Point,Capital Cost,Total Installed Cost ($/kW),2232.46
Gravitational,2021,100,2,Point,Capital Cost,Total Installed Cost ($/kWh),1116.23
Gravitational,2021,100,2,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,100,2,Point,LCOS,LCOS ($/kWh),0.3905
Gravitational,2021,100,4,High,Capital Cost,Power Equipment ($/kW),1209.12
Gravitational,2021,100,4,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),531
Gravitational,2021,100,4,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),166.62
Gravitational,2021,100,4,High,O&M Cost,Fixed O&M ($/kW-year),28.2
Gravitational,2021,100,4,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,100,4,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,100,4,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,100,4,High,Performance,RTE (%),0.8
Gravitational,2021,100,4,High,Performance,Calendar Life (yrs),35
Gravitational,2021,100,4,High,Performance,Primary DOD (%),0.8
Gravitational,2021,100,4,High,Capital Cost,Total Installed Cost ($),399960000
Gravitational,2021,100,4,High,Capital Cost,Total Installed Cost ($/kW),3999.6
Gravitational,2021,100,4,High,Capital Cost,Total Installed Cost ($/kWh),999.9
Gravitational,2021,100,4,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,100,4,High,LCOS,LCOS ($/kWh),0.3529
Gravitational,2021,100,4,Low,Capital Cost,Power Equipment ($/kW),480
Gravitational,2021,100,4,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),180
Gravitational,2021,100,4,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),60
Gravitational,2021,100,4,Low,O&M Cost,Fixed O&M ($/kW-year),12
Gravitational,2021,100,4,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,100,4,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,100,4,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,100,4,Low,Performance,RTE (%),0.9
Gravitational,2021,100,4,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,100,4,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,100,4,Low,Capital Cost,Total Installed Cost ($),144000000
Gravitational,2021,100,4,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,100,4,Point,Capital Cost,Power Equipment ($/kW),910.34
